28,298,0.000000,2
80,87,0.489220,2
69,79,0.505364,2
85,232,0.530812,2
94,174,0.586345,2
75,387,0.613974,3
71,165,0.619075,2
110,390,0.620926,3
92,97,0.636491,2
96,197,0.636817,2
343,348,0.638172,2
91,201,0.646068,2
221,256,0.667177,2
199,395,0.671580,3
142,184,0.673000,2
391,394,0.674463,5
320,321,0.678063,2
316,341,0.682229,2
397,401,0.690398,7
104,389,0.695629,3
105,404,0.699907,8
254,328,0.700146,2
280,299,0.701344,2
297,407,0.710610,3
193,399,0.716283,4
16,21,0.717976,2
287,326,0.721144,2
340,352,0.729332,2
154,192,0.730014,2
116,406,0.730750,9
267,317,0.730928,2
100,414,0.736319,3
337,379,0.740355,2
410,415,0.742672,13
327,408,0.750225,3
95,419,0.755281,14
171,421,0.758009,15
417,422,0.759780,18
74,393,0.760080,4
102,423,0.760712,19
207,208,0.761859,2
127,234,0.765144,2
288,409,0.766040,4
135,222,0.766771,2
161,405,0.774209,4
77,84,0.774853,2
403,416,0.778656,4
17,187,0.778737,2
3,346,0.791482,2
424,425,0.795164,23
113,400,0.795551,3
435,436,0.798366,26
99,430,0.803660,5
351,413,0.806339,3
159,431,0.807319,3
224,437,0.812229,27
24,441,0.812429,28
167,273,0.817007,2
163,442,0.822083,29
200,444,0.824648,30
291,314,0.825085,2
266,443,0.832887,3
223,429,0.836255,3
438,448,0.838726,8
144,449,0.839426,9
31,447,0.840503,4
109,229,0.841820,2
73,445,0.843848,31
118,453,0.844216,32
32,51,0.845198,2
236,420,0.845424,4
277,285,0.845615,2
88,451,0.847467,5
345,396,0.847519,3
137,182,0.847567,2
134,272,0.849096,2
67,153,0.849909,2
440,454,0.851253,35
265,426,0.851378,3
114,450,0.853639,10
460,463,0.854464,37
181,466,0.854798,38
185,264,0.855970,2
364,381,0.859116,2
240,386,0.860210,3
173,467,0.860939,39
324,432,0.861012,5
155,471,0.861237,40
6,434,0.865520,3
468,473,0.865892,42
202,209,0.868885,2
149,465,0.872695,11
458,475,0.872983,47
278,472,0.874689,6
477,478,0.874714,58
225,428,0.874970,5
112,480,0.877029,59
101,482,0.877859,60
140,251,0.877958,2
456,481,0.882196,9
15,19,0.883276,2
427,464,0.886312,5
290,479,0.888460,7
269,485,0.889498,10
226,488,0.891233,8
258,487,0.893843,6
33,455,0.894352,3
452,483,0.894707,62
145,411,0.894944,3
239,493,0.895971,63
270,495,0.897842,64
398,446,0.898165,4
103,496,0.906002,65
402,497,0.907482,6
133,492,0.910390,4
284,489,0.912007,11
322,501,0.915391,12
2,45,0.916136,2
130,143,0.917224,2
486,494,0.917767,5
300,502,0.923851,13
230,498,0.930943,66
490,506,0.931216,21
14,48,0.934375,2
461,507,0.938435,68
195,510,0.938848,69
392,511,0.946072,71
499,508,0.946342,27
211,247,0.949525,2
412,513,0.949956,29
212,512,0.950424,72
368,439,0.951282,4
166,516,0.952242,73
329,515,0.953990,30
243,519,0.954066,31
263,518,0.954772,74
136,491,0.954916,7
309,520,0.963193,32
371,459,0.965010,4
253,523,0.965256,33
255,525,0.966178,34
521,522,0.967109,81
281,526,0.967874,35
233,527,0.968304,82
517,528,0.968794,39
457,530,0.970206,41
500,505,0.973432,9
323,531,0.976973,42
529,533,0.977615,124
330,534,0.978818,125
365,474,0.978922,4
231,535,0.982607,126
388,537,0.983445,128
93,538,0.985690,129
279,336,0.986868,2
257,539,0.988060,130
237,532,0.988120,10
245,541,0.989972,131
357,543,0.992464,132
484,544,0.992484,134
47,545,0.995618,135
34,542,0.995944,11
469,540,0.996908,4
81,546,0.997042,136
313,549,0.998650,137
308,550,0.998912,138
282,418,1.000100,3
276,551,1.000128,139
344,377,1.001433,2
370,553,1.002635,140
353,536,1.005990,5
152,555,1.006223,141
146,557,1.006372,142
259,558,1.007484,143
359,559,1.008876,144
189,547,1.009811,12
50,60,1.014605,2
241,560,1.014760,145
548,563,1.015330,149
332,552,1.018676,4
148,462,1.018955,3
286,564,1.023721,150
470,567,1.027635,153
8,556,1.031760,6
115,568,1.032277,154
315,570,1.033317,155
375,571,1.036673,156
20,186,1.036969,2
111,561,1.037146,13
334,572,1.040992,157
76,575,1.041019,158
66,292,1.042663,2
108,576,1.047090,159
283,318,1.048046,2
569,578,1.049326,165
384,580,1.051692,166
509,574,1.053043,15
86,581,1.054704,167
169,583,1.055055,168
504,584,1.055290,170
54,585,1.055786,171
562,582,1.062038,17
363,586,1.063919,172
238,588,1.063927,173
151,196,1.064284,2
120,589,1.066848,174
476,591,1.067241,176
53,587,1.070187,18
175,592,1.070891,177
98,594,1.072359,178
514,595,1.074627,180
294,596,1.076264,181
249,597,1.077045,182
293,577,1.079430,3
139,147,1.080508,2
158,598,1.083454,183
63,601,1.084659,184
600,602,1.090142,186
354,603,1.090674,187
10,604,1.095891,188
83,605,1.096641,189
82,606,1.097269,190
61,607,1.101503,191
170,608,1.102728,192
180,593,1.104430,19
565,609,1.106415,196
382,611,1.108051,197
360,612,1.112131,198
122,613,1.112307,199
252,614,1.113340,200
162,615,1.113750,201
333,524,1.113886,5
590,616,1.117587,203
331,610,1.120820,20
306,618,1.122341,204
78,620,1.124511,205
214,621,1.124573,206
160,622,1.125926,207
131,623,1.127402,208
183,624,1.127627,209
62,132,1.128009,2
244,625,1.129923,210
617,627,1.134103,215
619,626,1.136996,22
628,629,1.137343,237
206,213,1.137615,2
41,335,1.139844,2
599,630,1.144336,240
190,633,1.145600,241
57,634,1.146187,242
203,204,1.149283,2
289,635,1.152362,243
579,637,1.153913,245
636,638,1.156413,247
40,639,1.157290,248
631,640,1.158045,250
350,641,1.160603,251
566,642,1.163117,254
301,310,1.164703,2
205,643,1.164800,255
176,645,1.166962,256
262,646,1.166964,257
178,647,1.170570,258
385,648,1.172673,259
141,649,1.174993,260
70,650,1.175104,261
191,651,1.179165,262
0,46,1.184230,2
157,652,1.185411,263
503,654,1.187057,265
36,655,1.188295,266
433,656,1.195565,268
39,657,1.195795,269
573,658,1.198310,271
43,659,1.200043,272
9,660,1.202371,273
367,661,1.204294,274
26,662,1.209633,275
188,663,1.214192,276
121,664,1.215749,277
156,665,1.222170,278
228,666,1.228424,279
68,150,1.230457,2
339,667,1.237240,280
668,669,1.237371,282
632,670,1.240528,284
378,671,1.240982,285
242,672,1.245789,286
338,372,1.246077,2
42,673,1.249360,287
117,675,1.251249,288
210,676,1.259315,289
179,677,1.260317,290
58,678,1.267009,291
554,679,1.276440,293
172,680,1.279687,294
302,681,1.279969,295
358,682,1.285195,296
295,683,1.290596,297
12,684,1.291290,298
250,275,1.293912,2
303,685,1.293926,299
1,687,1.294859,300
44,362,1.297943,2
56,688,1.299677,301
305,690,1.300668,302
90,691,1.303742,303
235,686,1.307115,3
347,692,1.309008,304
325,694,1.310092,305
106,695,1.310300,306
72,696,1.310732,307
693,697,1.312431,310
296,698,1.313091,311
312,699,1.327359,312
5,700,1.329770,313
674,701,1.329803,315
366,702,1.350909,316
319,703,1.351629,317
30,704,1.361064,318
168,705,1.363607,319
689,706,1.367019,321
22,707,1.367327,322
59,708,1.379284,323
271,709,1.380580,324
220,710,1.385541,325
216,711,1.392931,326
23,712,1.395464,327
653,713,1.397355,329
307,714,1.405616,330
123,715,1.419266,331
4,716,1.424150,332
246,717,1.424583,333
311,718,1.436093,334
349,719,1.444310,335
128,720,1.446574,336
356,721,1.451103,337
376,722,1.463006,338
218,274,1.464239,2
177,723,1.466665,339
644,725,1.467475,341
7,726,1.470343,342
18,52,1.472719,2
119,727,1.474876,343
124,729,1.479105,344
724,730,1.481365,346
138,731,1.489631,347
215,732,1.517836,348
217,733,1.531921,349
342,734,1.531978,350
49,735,1.537144,351
65,736,1.545633,352
304,737,1.564454,353
361,738,1.590540,354
728,739,1.602724,356
164,740,1.603552,357
219,741,1.623975,358
64,742,1.625225,359
11,743,1.639355,360
194,744,1.641716,361
248,745,1.650451,362
261,746,1.651038,363
38,747,1.673861,364
13,748,1.701066,365
55,749,1.701352,366
355,750,1.704858,367
380,751,1.727571,368
268,752,1.731300,369
27,753,1.767077,370
373,754,1.791070,371
260,755,1.822690,372
37,756,1.849460,373
198,757,2.005841,374
125,758,2.048022,375
107,759,2.070623,376
369,760,2.081207,377
89,761,2.118897,378
25,762,2.225832,379
227,763,2.239572,380
374,764,2.301397,381
29,765,2.409176,382
126,766,2.523231,383
35,767,2.676404,384
129,768,2.881319,385
383,769,4.748558,386
